DCC id	Title	Data File	Data Filepath	Level 1 <organism>	Level 2 <Target>	Level 3 <Technique>	Level 4 <File Format>	Filename <Factor>	Filename <Condition>	Filename <Technique>	Filename <ReplicateSetNum>	Filename <ChIP>	Filename <label>	Filename <Build>	Filename <Modencode ID>
891	AdultFemale_8wg16	adultfemale-8wg16-1-251918410046.txt	adultfemale-8wg16-1-251918410046.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	0	ChIP	cy3	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-1-251918210203.txt	adultfemale-8wg16-1-251918210203.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	0	ChIP	cy3	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-1-251918310031.txt	adultfemale-8wg16-1-251918310031.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	0	ChIP	cy3	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-3-251918410053.txt	adultfemale-8wg16-3-251918410053.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-2-251918410047.txt	adultfemale-8wg16-2-251918410047.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-2-251918310032.txt	adultfemale-8wg16-2-251918310032.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-3-251918310001.txt	adultfemale-8wg16-3-251918310001.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-2-251918210204.txt	adultfemale-8wg16-2-251918210204.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	adultfemale-8wg16-3-251918210206.txt	adultfemale-8wg16-3-251918210206.txt	Dmel_r5.4		ChIP-chip	raw-arrayfile-agilent_txt	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	AdultFemale_8wg16_DCC_merged.wig	AdultFemale_8wg16_DCC_merged.wig	Dmel_r5.4		ChIP-chip	normalized-arrayfile_wig	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	0			Dmel_r5.4	modENCODE_891
891	AdultFemale_8wg16	AdultFemale_8wg16_agilent_dmel3_merged_dcc.gff	AdultFemale_8wg16_agilent_dmel3_merged_dcc.gff	Dmel_r5.4		ChIP-chip	computed-peaks_gff3	RNA Polymerase II	Developmental-Stage_Adult Female	ChIP-chip	all			Dmel_r5.4	modENCODE_891
