DCC id	Title	Data File	Data Filepath	Level 1 <organism>	Level 2 <Target>	Level 3 <Technique>	Level 4 <File Format>	Filename <Factor>	Filename <Condition>	Filename <Technique>	Filename <Algorithm>	Filename <ReplicateSetNum>	Filename <Build>	Filename <Modencode ID>
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	SRR023684	SRR023684	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	SRR023665	SRR023665	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	SRR023718	SRR023718	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	SRR023728	SRR023728	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	SRR027109	SRR027109	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	SRR023506	SRR023506	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	accepted_hits.DCCheader.sam.gz	accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	1_accepted_hits.DCCheader.sam.gz	1_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	2_accepted_hits.DCCheader.sam.gz	2_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	3_accepted_hits.DCCheader.sam.gz	3_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	4_accepted_hits.DCCheader.sam.gz	4_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	5_accepted_hits.DCCheader.sam.gz	5_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02698
2698	Splice Junction Annotation D. melanogaster Embryo 20-22h	BS71_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3	BS71_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3	Dmel_r5.4	mRNA		gene-model_gff3	total-RNA					Dmel_r5.4	MDENC02698
