DCC id	Title	Data File	Data Filepath	Level 1 <organism>	Level 2 <Target>	Level 3 <Technique>	Level 4 <File Format>	Filename <Factor>	Filename <Condition>	Filename <Technique>	Filename <Algorithm>	Filename <ReplicateSetNum>	Filename <Build>	Filename <Modencode ID>
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	SRR023721	SRR023721	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	SRR023829	SRR023829	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	SRR023785	SRR023785	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	SRR023743	SRR023743	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	SRR023667	SRR023667	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	SRR026431	SRR026431	Dmel_r5.4	mRNA		ShortReadArchive_record	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	accepted_hits.DCCheader.sam.gz	accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	1_accepted_hits.DCCheader.sam.gz	1_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	2_accepted_hits.DCCheader.sam.gz	2_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	3_accepted_hits.DCCheader.sam.gz	3_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	4_accepted_hits.DCCheader.sam.gz	4_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	5_accepted_hits.DCCheader.sam.gz	5_accepted_hits.DCCheader.sam.gz	Dmel_r5.4	mRNA		alignment_sam	total-RNA					Dmel_r5.4	MDENC02709
2709	Splice Junction Annotation D. melanogaster Pupae, WPP+2d	BS137_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3	BS137_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3	Dmel_r5.4	mRNA		gene-model_gff3	total-RNA					Dmel_r5.4	MDENC02709
