1011	RNAi CG10128 (tra2) in S2-DRSC RNA-Seq	GSM461201	GSM461201	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG10128_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1011
1012	RNAi CG10203 (xl6) in S2-DRSC RNA-Seq	GSM461195	GSM461195	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG10203_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1012
1013	RNAi CG10851 (B52) in S2-DRSC RNA-Seq	GSM461198	GSM461198	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG10851_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1013
1014	RNAi CG12749 (Hrb87F) in S2-DRSC RNA-Seq	GSM461187	GSM461187	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG12749_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1014
1015	RNAi CG13425 (bl) in S2-DRSC RNA-Seq	GSM461190	GSM461190	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG13425_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1015
1016	RNAi CG1559 (Upf1) in S2-DRSC RNA-Seq	GSM461204	GSM461204	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG1559_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1016
1017	RNAi CG16901 (sqd) in S2-DRSC RNA-Seq	GSM461189	GSM461189	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG16901_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1017
1018	RNAi CG17136 (Rbp1) in S2-DRSC RNA-Seq	GSM461196	GSM461196	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG17136_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1018
1019	RNAi CG17838 in S2-DRSC RNA-Seq	GSM461188	GSM461188	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG17838_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1019
1020	RNAi CG18426 (ytr) in S2-DRSC RNA-Seq	GSM461199	GSM461199	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG18426_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1020
1021	RNAi CG1987 (Rbp1-like) in S2-DRSC RNA-Seq	GSM461194	GSM461194	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG1987_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1021
1022	RNAi CG30122 in S2-DRSC RNA-Seq	GSM461191	GSM461191	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG30122_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1022
1023	RNAi CG31000 (heph) in S2-DRSC RNA-Seq	GSM461202	GSM461202	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG31000_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1023
1024	RNAi CG3249 (yu) in S2-DRSC RNA-Seq	GSM461207	GSM461207	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG3249_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1024
1024	RNAi CG3249 (yu) in S2-DRSC RNA-Seq	GSM461208	GSM461208	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG3249_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1024
1025	RNAi CG4602 (Srp54) in S2-DRSC RNA-Seq	GSM461192	GSM461192	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG4602_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1025
1026	RNAi CG5099 (msi) in S2-DRSC RNA-Seq	GSM461185	GSM461185	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG5099_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1026
1027	RNAi CG5442 (SC35) in S2-DRSC RNA-Seq	GSM461197	GSM461197	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG5442_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1027
1028	RNAi CG5655 (Rsf1) in S2-DRSC RNA-Seq	GSM461193	GSM461193	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG5655_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1028
1029	RNAi CG5821 (qkr58E-2) in S2-DRSC RNA-Seq	GSM461205	GSM461205	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG5821_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1029
1030	RNAi CG5836 (SF1) in S2-DRSC RNA-Seq	GSM461206	GSM461206	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG5836_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1030
1031	RNAi CG6946 (glo) in S2-DRSC RNA-Seq	GSM461183	GSM461183	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG6946_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1031
1032	RNAi CG7437 (mub) in S2-DRSC RNA-Seq	GSM461203	GSM461203	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG7437_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1032
1033	RNAi CG7878 in S2-DRSC RNA-Seq	GSM461209	GSM461209	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG7878_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1033
1033	RNAi CG7878 in S2-DRSC RNA-Seq	GSM461210	GSM461210	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG7878_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1033
1034	RNAi CG7971 in S2-DRSC RNA-Seq	GSM461200	GSM461200	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage;RNAi_reagent_CG7971_RNAi	RNA-seq	0			Dmel_r5.4	modENCODE_1034
2010	Embryo 0-4h RNA-seq	GSM451806	GSM451806	Dmel_r5.4	mRNA	RNA-seq	GEO_record	PolyA-RNA	Strain_Y cn bw sp;Developmental-Stage_E0-4	RNA-seq	0			Dmel_r5.4	modENCODE_2010
2019	Embryo 4-8h RNA-seq	GSM451809	GSM451809	Dmel_r5.4	mRNA	RNA-seq	GEO_record	PolyA-RNA	Strain_Y cn bw sp;Developmental-Stage_E4-8	RNA-seq	0			Dmel_r5.4	modENCODE_2019
2020	Embryo 8-12h RNA-seq	GSM451808	GSM451808	Dmel_r5.4	mRNA	RNA-seq	GEO_record	PolyA-RNA	Strain_Y cn bw sp;Developmental-Stage_E8-12	RNA-seq	0			Dmel_r5.4	modENCODE_2020
2021	Embryo 12-16h RNA-seq	GSM451803	GSM451803	Dmel_r5.4	mRNA	RNA-seq	GEO_record	PolyA-RNA	Strain_Y cn bw sp;Developmental-Stage_E12-16	RNA-seq	0			Dmel_r5.4	modENCODE_2021
